community_cards_flop,community_cards_turn,community_cards_river,winners,uncalled_amount,pot,profits,players_active,player1_card,player1_action,player2_card,player2_action,player3_card,player3_action,player4_card,player4_action,player5_card,player5_action,player6_card,player6_action
"['5s', '2s', '2c']",['Th'],,[1],400,600,"[400.0, -200.0, 0.0, -200.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['9s', 'Ks']","['calls 150', 'checks', 'bets 400']","['Ac', '7d']","['calls 100', 'checks', 'folds']","['Jh', '7c']",['folds'],"['Jc', 'Kd']","['raises 100 to 200', 'checks', 'folds']","['7h', '5h']",['folds'],"['2d', '4h']",['folds']
"['6h', '8d', '6d']",['Kc'],,[5],1350,2775,"[-50.0, -100.0, -225.0, -1200.0, 1575.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Jc', '2s']",['folds'],"['Th', 'As']",['folds'],"['9c', '9s']","['raises 125 to 225', 'folds']","['Ts', 'Js']","['calls 225', 'calls 975', 'checks', 'checks', 'folds']","['Ac', 'Qs']","['raises 975 to 1200', 'checks', 'bets 1350']","['9h', '6s']",['folds']
"['Jh', '4d', 'Kd']",['Js'],,[5],400,725,"[-50.0, -225.0, -225.0, 0.0, 500.0, 0.0]","[0, 0, 0, 0, 1, 0]","['5c', '7d']",['folds'],"['Ac', '7c']","['calls 125', 'checks', 'checks', 'folds']","['Tc', '8c']","['raises 125 to 225', 'checks', 'checks', 'folds']","['3h', 'Ad']",['folds'],"['8s', '9s']","['calls 225', 'checks', 'bets 400']","['7s', '5d']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['4d', '5h']",['folds'],"['Jh', '8d']",[],"['4c', '2c']",['folds'],"['Js', 'Td']",['folds'],"['Tc', '2h']",['folds'],"['3s', '2s']",['folds']
,,,[5],100,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['7h', '2c']",['folds'],"['9c', '4d']",['folds'],"['6h', 'Js']",['folds'],"['8c', '4s']",['folds'],"['Ts', '8s']",['raises 100 to 200'],"['Ad', '4c']",['folds']
"['3c', '2h', '8s']",,,[4],250,450,"[-50.0, -200.0, 0.0, 250.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['6h', 'Ah']",['folds'],"['Jc', '5c']","['calls 100', 'checks', 'folds']","['Td', '4h']",['folds'],"['Jh', 'Jd']","['raises 100 to 200', 'bets 250']","['8d', '7d']",['folds'],"['5d', 'Qd']",['folds']
"['9s', '8d', 'Qc']",,,[5],300,600,"[-50.0, -100.0, 0.0, -225.0, 375.0, 0.0]","[0, 0, 0, 0, 1, 0]","['4c', 'Ah']",['folds'],"['7d', '2h']",['folds'],"['9d', 'Kh']",['folds'],"['5d', 'Ad']","['raises 125 to 225', 'checks', 'folds']","['Jd', 'Qd']","['calls 225', 'bets 300']","['2d', 'Jh']",['folds']
"['5d', 'Kd', 'Th']",['Ac'],['7d'],[2],0,20050,"[-50.0, 10050.0, 0.0, 0.0, 0.0, -10000.0]","[0, 1, 0, 0, 0, 1]","['4s', '6d']",['folds'],"['Ks', 'Kh']","['raises 875 to 1100', 'raises 4097 to 6655', 'calls 3345 and is all-in']","['Jh', '5h']",['folds'],"['9d', 'Qc']",['folds'],"['4h', 'Js']",['folds'],"['Qs', 'Qh']","['raises 125 to 225', 'raises 1458 to 2558', 'raises 3345 to 10000 and is all-in']"
,,,[4],150,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['4h', '5c']",['folds'],"['6h', '4s']",['folds'],"['8s', '6d']",['folds'],"['Ah', 'Td']",['raises 150 to 250'],"['2d', 'Jc']",['folds'],"['Ts', '4d']",['folds']
,,,[6],100,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['2s', '9d']",['folds'],"['Td', '2h']",['folds'],"['Ks', '7h']",['folds'],"['5s', '3s']",['folds'],"['6s', 'Jd']",['folds'],"['Ad', 'Qc']",['raises 100 to 200']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['6h', '4d']",['folds'],"['9h', '6d']",['folds'],"['Kc', 'Qd']",['raises 125 to 225'],"['5h', 'Kd']",['folds'],"['3s', '6c']",['folds'],"['Jh', 'Ts']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['8h', '5d']",['folds'],"['Qh', 'Ad']",[],"['7s', 'Jh']",['folds'],"['Tc', 'Qd']",['folds'],"['8c', '9s']",['folds'],"['8d', '2h']",['folds']
,,,[4],100,250,"[-50.0, -100.0, 0.0, 150.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Js', '3h']",['folds'],"['5s', 'Kc']",['folds'],"['6d', 'Qh']",['folds'],"['9d', '9c']",['raises 100 to 200'],"['8d', '2d']",['folds'],"['7d', '5d']",['folds']
"['Th', 'Ts', 'As']",['3s'],['4c'],[4],0,2400,"[-50.0, -100.0, 0.0, 1275.0, 0.0, -1125.0]","[0, 0, 0, 1, 0, 1]","['Qs', 'Jd']",['folds'],"['2h', '8c']",['folds'],"['5c', '9h']",['folds'],"['Ad', 'Qc']","['raises 125 to 225', 'checks', 'calls 300', 'checks', 'calls 600', 'checks']","['6s', 'Ks']",['folds'],"['Js', 'Ah']","['calls 225', 'bets 300', 'bets 600', 'checks']"
,,,[1],1800,2100,"[1050.0, -1050.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Kd', 'Kc']","['raises 250 to 350', 'raises 1800 to 2850']","['Ah', '6s']","['raises 700 to 1050', 'folds']","['Ks', 'Td']",['folds'],"['8s', '3h']",['folds'],"['7h', '3c']",['folds'],"['Tc', '3d']",['folds']
"['3h', '6c', 'Ah']",,,[2],1500,3675,"[-50.0, 1975.0, 0.0, -225.0, -1700.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Kd', 'Jd']",['folds'],"['Kc', 'Ad']","['raises 1000 to 1700', 'bets 1500']","['8c', '7h']",['folds'],"['Jh', 'Qs']","['raises 125 to 225', 'folds']","['Th', 'Td']","['raises 475 to 700', 'calls 1000', 'folds']","['6d', '4c']",['folds']
,,,[2],700,500,"[-50.0, 275.0, -225.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5d', '4c']",['folds'],"['Qc', 'Qs']",['raises 700 to 925'],"['2h', '2c']","['raises 125 to 225', 'folds']","['6h', '5c']",['folds'],"['9c', 'Ah']",['folds'],"['Th', 'Qd']",['folds']
"['Ad', '7d', '7s']",['5h'],['Qd'],[2],637,850,"[-50.0, 450.0, 0.0, -400.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['2h', '9c']",['folds'],"['9d', 'Td']","['calls 100', 'checks', 'calls 200', 'checks', 'bets 637']","['6h', '3d']",['folds'],"['Jd', 'Js']","['raises 100 to 200', 'bets 200', 'checks', 'folds']","['Qh', '3s']",['folds'],"['6d', 'Th']",['folds']
,,,[5],600,550,"[-50.0, -100.0, 0.0, -200.0, 350.0, 0.0]","[0, 0, 0, 0, 1, 0]","['5c', '4s']",['folds'],"['8d', '2d']",['folds'],"['Kh', '5d']",['folds'],"['9c', '8c']","['raises 100 to 200', 'folds']","['Ac', 'Jd']",['raises 600 to 800'],"['8h', 'Td']",['folds']
,,,[6],450,600,"[-50.0, -100.0, 0.0, -225.0, 0.0, 375.0]","[0, 0, 0, 0, 0, 1]","['3s', '8c']",['folds'],"['3h', '7s']",['folds'],"['6c', 'Qc']",['folds'],"['9c', '7c']","['raises 125 to 225', 'folds']","['9s', 'Jh']",['folds'],"['Ah', 'As']",['raises 450 to 675']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['2s', '4s']",['folds'],"['Jh', 'Js']",[],"['Qd', '5s']",['folds'],"['Ts', '9h']",['folds'],"['6s', '2d']",['folds'],"['Jd', '7c']",['folds']
"['2c', '6s', 'Jd']",['9h'],,[2],200,450,"[-50.0, 250.0, 0.0, 0.0, 0.0, -200.0]","[0, 1, 0, 0, 0, 0]","['3c', 'Ts']",['folds'],"['5h', '7h']","['calls 100', 'checks', 'bets 200']","['5d', '7d']",['folds'],"['5c', '2h']",['folds'],"['3s', '9d']",['folds'],"['3h', 'Ac']","['raises 100 to 200', 'checks', 'folds']"
"['Tc', 'Th', '8s']",['Ah'],['Ad'],[2],0,3620,"[-50.0, 1835.0, 0.0, -1785.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0]","['Jh', '9c']",['folds'],"['Ts', '8d']","['calls 110', 'checks', 'raises 525 to 675', 'checks', 'calls 900', 'checks']","['Td', '9h']",['folds'],"['5c', '5s']","['raises 110 to 210', 'bets 150', 'calls 525', 'bets 900', 'checks']","['9s', 'Qd']",['folds'],"['8c', '7h']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['3s', 'Qc']",['folds'],"['Kc', '9d']",[],"['7d', '5s']",['folds'],"['Kh', '9s']",['folds'],"['9c', 'Jh']",['folds'],"['Ks', '6h']",['folds']
"['Kh', '3s', 'Ah']",['6d'],['5d'],"[2, 6]",0,1350,"[-50.0, 25.0, 0.0, 0.0, 0.0, 25.0]","[0, 1, 0, 0, 0, 1]","['3h', 'Td']",['folds'],"['2h', 'As']","['calls 150', 'checks', 'checks', 'bets 400']","['Js', '6h']",['folds'],"['3c', '5c']",['folds'],"['9d', '4h']",['folds'],"['Ac', '4s']","['raises 150 to 250', 'checks', 'checks', 'calls 400']"
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['3c', '9c']",['folds'],"['3s', '4d']",['folds'],"['Qc', '2c']",['folds'],"['6c', 'Td']",['folds'],"['9h', '8s']",['folds'],"['Js', 'Ac']",['raises 125 to 225']
,,,[1],300,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['7s', 'Kd']",['raises 300 to 400'],"['Qs', '3c']",['folds'],"['2h', '6h']",['folds'],"['3h', '7h']",['folds'],"['8s', 'Kc']",['folds'],"['2d', '4h']",['folds']
,,,[2],775,500,"[-50.0, 275.0, 0.0, -225.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Kc', '4c']",['folds'],"['5d', '6d']",['raises 775 to 1000'],"['8h', 'Kd']",['folds'],"['Ks', 'Qc']","['raises 125 to 225', 'folds']","['2d', '5s']",['folds'],"['Tc', '9s']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['2d', '6c']",['folds'],"['4c', '8s']",['folds'],"['As', '2c']",['folds'],"['3s', 'Kc']",['folds'],"['6d', '4d']",['folds'],"['Qs', 'Td']",['raises 150 to 250']
"['8c', '4d', '4s']",,,[4],235,450,"[-50.0, -200.0, 0.0, 250.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['5d', 'Ah']",['folds'],"['3h', '2h']","['calls 100', 'checks', 'folds']","['5c', '8s']",['folds'],"['Kd', 'Jd']","['raises 100 to 200', 'bets 235']","['9c', 'Th']",['folds'],"['4h', 'Ac']",['folds']
"['4c', '4h', 'Ad']",['Th'],,[4],275,550,"[-50.0, -250.0, 0.0, 300.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Td', 'Kc']",['folds'],"['6s', 'Qs']","['calls 150', 'checks', 'checks', 'folds']","['6c', 'Js']",['folds'],"['As', 'Kd']","['raises 150 to 250', 'checks', 'bets 275']","['7s', '2h']",['folds'],"['8h', '7h']",['folds']
,,,[2],350,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Ks', '6c']","['calls 50', 'folds']","['Kd', 'As']",['raises 350 to 450'],"['7s', 'Js']",['folds'],"['9c', 'Qd']",['folds'],"['4s', 'Qc']",['folds'],"['5s', 'Kh']",['folds']
,,,[1],250,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Qh', '8s']",['raises 250 to 350'],"['3d', 'Ts']",['folds'],"['8h', 'Kd']",['folds'],"['Th', '9d']",['folds'],"['8d', '2s']",['folds'],"['3s', '4c']",['folds']
"['3d', '2s', '4d']",,,[2],150,200,"[-100.0, 100.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['Kh', 'Qs']","['calls 50', 'checks', 'folds']","['4c', 'Ac']","['checks', 'bets 150']","['4h', 'Kc']",['folds'],"['Jh', '5s']",['folds'],"['7d', 'Qc']",['folds'],"['Ks', '7h']",['folds']
"['Js', 'Kc', '9c']",['Qc'],['5c'],[1],900,1200,"[700.0, -200.0, 0.0, 0.0, 0.0, -500.0]","[1, 0, 0, 0, 0, 0]","['Ac', '4c']","['calls 150', 'checks', 'calls 300', 'checks', 'bets 900']","['Jd', '8s']","['calls 100', 'checks', 'folds']","['7h', '6s']",['folds'],"['Th', '8d']",['folds'],"['2s', 'Ks']",['folds'],"['6h', '9h']","['raises 100 to 200', 'bets 300', 'checks', 'folds']"
,,,[5],125,250,"[-50.0, -100.0, 0.0, 0.0, 150.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Ah', 'Td']",['folds'],"['3s', 'Jh']",['folds'],"['4c', 'Ad']",['folds'],"['4s', '9h']",['folds'],"['Th', 'Qh']",['raises 125 to 225'],"['5d', 'Tc']",['folds']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['3d', 'Qh']",['folds'],"['6c', '9h']",['folds'],"['7d', 'Qs']",['folds'],"['3c', '4s']",['folds'],"['6d', '2d']",['folds'],"['Ts', 'Js']",['raises 150 to 250']
"['7d', 'Jc', '7s']",['6d'],['Qs'],[5],0,3200,"[-50.0, -250.0, 0.0, 0.0, 1750.0, -1450.0]","[0, 0, 0, 0, 1, 1]","['7c', 'Qh']",['folds'],"['Kh', '4h']","['calls 150', 'checks', 'folds']","['Ad', '2c']",['folds'],"['Kc', '5h']",['folds'],"['Jh', 'Ks']","['raises 150 to 250', 'checks', 'calls 400', 'checks', 'calls 800', 'checks']","['Tc', '9d']","['calls 250', 'bets 400', 'bets 800', 'checks']"
,,,[1],250,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['As', '3s']",['raises 250 to 350'],"['2d', '9c']",['folds'],"['Ac', '3d']",['folds'],"['8c', '6c']",['folds'],"['6s', 'Js']",['folds'],"['4d', 'Jc']",['folds']
,,,[1],175,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Td', '9c']",['raises 175 to 275'],"['4s', '8c']",['folds'],"['5s', 'Jc']",['folds'],"['Kc', '9s']",['folds'],"['2d', '7c']",['folds'],"['Qc', '4d']",['folds']
"['4h', 'Kc', '9s']",['6d'],['Js'],[4],0,3130,"[-50.0, -210.0, 0.0, 1695.0, 0.0, -1435.0]","[0, 0, 0, 1, 0, 1]","['3h', '2c']",['folds'],"['Tc', 'Qc']","['calls 110', 'checks', 'checks', 'folds']","['7c', '2h']",['folds'],"['Qd', 'Td']","['raises 110 to 210', 'checks', 'bets 700', 'bets 525']","['4s', 'Ad']",['folds'],"['9d', 'Jd']","['calls 210', 'checks', 'calls 700', 'calls 525']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5c', '3d']",['folds'],"['Tc', '7d']",[],"['6c', 'Th']",['folds'],"['2h', '2c']",['folds'],"['2s', '5d']",['folds'],"['5h', 'Jd']",['folds']
"['7d', '6c', '4h']",['Ac'],,[5],250,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Kd', '6h']",['folds'],"['Qd', 'Th']","['calls 125', 'checks', 'checks', 'folds']","['Ah', '4d']",['folds'],"['7h', 'Qs']",['folds'],"['Ad', '4c']","['raises 125 to 225', 'checks', 'bets 250']","['Tc', 'Ks']",['folds']
"['5d', '6d', '5s']",['Ah'],['3s'],[5],0,550,"[-50.0, -250.0, 0.0, 0.0, 300.0, 0.0]","[0, 1, 0, 0, 1, 0]","['8c', '7h']",['folds'],"['Kc', 'Qs']","['calls 150', 'checks', 'checks', 'checks']","['5c', 'Tc']",['folds'],"['3h', '4s']",['folds'],"['Th', 'Ac']","['raises 150 to 250', 'checks', 'checks', 'checks']","['4h', '2s']",['folds']
"['Ah', '7h', 'Kh']",,,[5],250,500,"[-50.0, -225.0, 0.0, 0.0, 275.0, 0.0]","[0, 0, 0, 0, 1, 0]","['Jh', '7c']",['folds'],"['5d', '6h']","['calls 125', 'checks', 'folds']","['4d', '6c']",['folds'],"['Qc', '2h']",['folds'],"['Ts', 'Qs']","['raises 125 to 225', 'bets 250']","['5c', '6s']",['folds']
"['Th', 'Ac', '6d']",['Jh'],['8h'],[5],1000,700,"[-50.0, -325.0, 0.0, 0.0, 375.0, 0.0]","[0, 0, 0, 0, 1, 0]","['2h', 'Tc']",['folds'],"['9d', 'Js']","['calls 110', 'checks', 'checks', 'calls 115', 'checks', 'folds']","['9s', 'Kh']",['folds'],"['9h', 'As']",['folds'],"['Jd', 'Jc']","['raises 110 to 210', 'checks', 'bets 115', 'bets 1000']","['4h', 'Ks']",['folds']
"['4h', '3s', 'Jc']",['8h'],,[4],500,770,"[-50.0, -360.0, 0.0, 410.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Ad', '4c']",['folds'],"['Th', 'Tc']","['calls 110', 'checks', 'calls 150', 'checks', 'folds']","['7s', '2d']",['folds'],"['9h', 'Jh']","['raises 110 to 210', 'bets 150', 'bets 500']","['Qd', '3h']",['folds'],"['6s', '2h']",['folds']
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['9c', '3h']",['folds'],"['5d', 'Qh']",['folds'],"['7s', '5s']",['folds'],"['2h', 'Js']",['folds'],"['Jd', '6s']",['folds'],"['Ks', 'Ac']",['raises 125 to 225']
,,,[6],550,550,"[-50.0, -100.0, -200.0, 0.0, 0.0, 350.0]","[0, 0, 0, 0, 0, 1]","['9d', 'As']",['folds'],"['9s', 'Js']",['folds'],"['Kd', 'Qh']","['raises 100 to 200', 'folds']","['Ah', '5s']",['folds'],"['3h', '9h']",['folds'],"['Ac', 'Jd']",['raises 550 to 750']
"['Qc', '9c', 'Ks']",,,[6],325,650,"[-50.0, -100.0, 0.0, 0.0, -250.0, 400.0]","[0, 0, 0, 0, 0, 1]","['2h', '2s']",['folds'],"['8s', '2c']",['folds'],"['3s', '6c']",['folds'],"['9h', '3d']",['folds'],"['8h', '8d']","['raises 150 to 250', 'checks', 'folds']","['Ac', 'Jh']","['calls 250', 'bets 325']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['4c', '8h']",['folds'],"['4s', 'Kh']",[],"['4d', '6c']",['folds'],"['Qh', 'Ts']",['folds'],"['5s', '9s']",['folds'],"['7d', '9h']",['folds']
,,,[3],150,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Td', '3c']",['folds'],"['Th', '4c']",['folds'],"['Ac', 'Js']",['raises 150 to 250'],"['Qd', '2h']",['folds'],"['8s', '4h']",['folds'],"['Jd', '8d']",['folds']
,,,[1],652,600,"[350.0, -100.0, 0.0, 0.0, 0.0, -250.0]","[1, 0, 0, 0, 0, 0]","['Td', 'Qd']",['raises 652 to 902'],"['7d', '3h']",['folds'],"['8s', '7h']",['folds'],"['8d', 'Qc']",['folds'],"['7s', '5h']",['folds'],"['Ah', '4c']","['raises 150 to 250', 'folds']"
,,,[3],1604,1512,"[-50.0, -100.0, 831.0, 0.0, -681.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Jd', 'Qd']",['folds'],"['9c', '7c']",['folds'],"['As', 'Ah']","['raises 110 to 210', 'raises 1604 to 2285']","['2h', '9d']",['folds'],"['Jh', 'Qh']","['raises 471 to 681', 'folds']","['4d', '3d']",['folds']
"['Th', '5d', '6h']",,,[6],450,600,"[-250.0, -100.0, 0.0, 0.0, 0.0, 350.0]","[0, 0, 0, 0, 0, 1]","['Kd', '9d']","['calls 200', 'checks', 'folds']","['9c', '2h']",['folds'],"['7h', 'Jh']",['folds'],"['8c', '2s']",['folds'],"['4h', 'Ts']",['folds'],"['Qh', '9s']","['raises 150 to 250', 'bets 450']"
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5s', '4c']",['folds'],"['7s', 'Jd']",[],"['Ac', '9h']",['folds'],"['Td', '8c']",['folds'],"['6s', 'Kh']",['folds'],"['Qs', '7h']",['folds']
,,,[3],125,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['Th', 'Tc']",['folds'],"['9c', 'Qs']",['folds'],"['4c', '6c']",['raises 125 to 225'],"['3s', 'Qh']",['folds'],"['Qd', '2s']",['folds'],"['Js', '7h']",['folds']
,,,[3],150,250,"[-50.0, -100.0, 150.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['8c', 'Tc']",['folds'],"['6c', 'Jd']",['folds'],"['Th', 'Ad']",['raises 150 to 250'],"['9d', '6s']",['folds'],"['Qd', '2d']",['folds'],"['3s', 'Ac']",['folds']
"['Qh', 'Jd', '5h']",,,[1],2075,5500,"[2750.0, -2750.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Ah', 'As']","['raises 200 to 300', 'raises 1800 to 2750', 'bets 2075']","['8s', '8c']","['raises 650 to 950', 'calls 1800', 'folds']","['9d', '3h']",['folds'],"['4s', 'Kc']",['folds'],"['Ad', '5s']",['folds'],"['7s', '9h']",['folds']
"['Kh', '9h', '2d']",['Jh'],['Ah'],[4],0,950,"[-50.0, -450.0, 0.0, 500.0, 0.0, 0.0]","[0, 1, 0, 1, 0, 0]","['7c', '8h']",['folds'],"['Kd', '3d']","['calls 100', 'checks', 'calls 250', 'checks', 'checks']","['4c', '9d']",['folds'],"['As', '9s']","['raises 100 to 200', 'bets 250', 'checks', 'checks']","['3h', 'Tc']",['folds'],"['2s', '7d']",['folds']
"['Ts', '7h', 'Jh']",['4d'],['Qc'],[2],400,1250,"[-50.0, 650.0, 0.0, 0.0, 0.0, -600.0]","[0, 1, 0, 0, 0, 0]","['9c', '3d']",['folds'],"['5s', '6d']","['calls 150', 'checks', 'bets 350', 'bets 400']","['4h', '3c']",['folds'],"['8d', 'Jc']",['folds'],"['5d', '2d']",['folds'],"['9d', 'Tc']","['raises 150 to 250', 'checks', 'calls 350', 'folds']"
,,,[4],1550,1650,"[-50.0, -100.0, 0.0, 900.0, -750.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Kc', 'Jd']",['folds'],"['As', '2h']",['folds'],"['Tc', '3d']",['folds'],"['Kh', 'Kd']","['raises 125 to 225', 'raises 1550 to 2300']","['Td', '9d']","['raises 525 to 750', 'folds']","['Jh', '9c']",['folds']
"['8c', 'Qs', '3h']",,,[6],400,550,"[-50.0, -250.0, 0.0, 0.0, 0.0, 300.0]","[0, 0, 0, 0, 0, 1]","['7d', 'Jc']",['folds'],"['Ac', '4d']","['calls 150', 'checks', 'folds']","['3c', 'Tc']",['folds'],"['Jd', '6c']",['folds'],"['5d', '2h']",['folds'],"['Jh', 'Kh']","['raises 150 to 250', 'bets 400']"
"['9h', '8s', '8c']",['Tc'],['Ad'],[2],0,400,"[-200.0, 200.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0]","['Js', '9c']","['calls 50', 'checks', 'checks', 'calls 100', 'checks']","['Ts', '5h']","['checks', 'checks', 'bets 100', 'checks']","['Kd', '8h']",['folds'],"['9d', 'Jc']",['folds'],"['3c', '4s']",['folds'],"['6s', '3d']",['folds']
"['7c', 'Td', '4s']",,,[4],235,470,"[-50.0, -210.0, 0.0, 260.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['Jd', '2d']",['folds'],"['9c', 'Ks']","['calls 110', 'checks', 'folds']","['Qc', '3h']",['folds'],"['Ac', '5c']","['raises 110 to 210', 'bets 235']","['8d', 'Kc']",['folds'],"['Ad', '5s']",['folds']
,,,[6],125,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['4s', 'Tc']",['folds'],"['3h', '8h']",['folds'],"['5h', '7h']",['folds'],"['4c', '8s']",['folds'],"['Qh', '6d']",['folds'],"['Qs', 'Ks']",['raises 125 to 225']
,,,[6],150,250,"[-50.0, -100.0, 0.0, 0.0, 0.0, 150.0]","[0, 0, 0, 0, 0, 1]","['Ks', '6h']",['folds'],"['5d', '3c']",['folds'],"['5h', '6d']",['folds'],"['4c', 'Kh']",['folds'],"['9d', '7c']",['folds'],"['9s', 'Th']",['raises 150 to 250']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5d', '7c']",['folds'],"['As', 'Td']",[],"['4s', 'Js']",['folds'],"['5h', '9s']",['folds'],"['5s', '8s']",['folds'],"['Jd', '3d']",['folds']
,,,[1],250,200,"[100.0, -100.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Kd', '9h']",['raises 250 to 350'],"['Qh', '5s']",['folds'],"['9s', 'Ac']",['folds'],"['Ah', '6c']",['folds'],"['6h', 'Kh']",['folds'],"['Js', '4d']",['folds']
"['6h', 'Jd', '2h']",['9h'],,[4],937,1250,"[-50.0, -600.0, 0.0, 650.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0]","['9d', '8h']",['folds'],"['6s', '4d']","['calls 125', 'checks', 'calls 375', 'checks', 'folds']","['Jh', 'Td']",['folds'],"['Jc', 'Ad']","['raises 125 to 225', 'bets 375', 'bets 937']","['Qs', '7h']",['folds'],"['5s', '8d']",['folds']
"['Ts', '7s', 'Qh']",,,[1],450,600,"[300.0, -300.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","['Jd', 'Ad']","['raises 200 to 300', 'bets 450']","['6d', '6c']","['calls 200', 'folds']","['5c', '4s']",['folds'],"['Th', '3h']",['folds'],"['Kd', '2c']",['folds'],"['2h', 'Qs']",['folds']
"['7d', '4c', 'Td']",,,[3],235,470,"[-50.0, -210.0, 260.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0, 0, 0]","['8s', '6d']",['folds'],"['Ah', 'Kd']","['calls 110', 'checks', 'folds']","['Qc', 'Qd']","['raises 110 to 210', 'bets 235']","['5c', '3h']",['folds'],"['4h', 'Qs']",['folds'],"['2s', 'Ad']",['folds']
,,,[2],50,100,"[-50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]","['5c', '9c']",['folds'],"['Jc', '2d']",[],"['Ts', '5h']",['folds'],"['2c', '7c']",['folds'],"['8s', '3d']",['folds'],"['3h', '8h']",['folds']
